City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,mostovskoy,44.4122,40.7936,23.64,62,73,1.55,RU,1691037802
370,tremonton,41.7119,-112.1655,19.88,74,0,0.45,US,1691037802
371,gebeit,21.0667,36.3167,33.2,22,12,2.6,SD,1691037802
372,toliara,-23.35,43.6667,19.38,70,1,7.09,MG,1691037626
373,udalguri,26.7667,92.1333,27.23,91,100,3.22,IN,1691037803
374,tshabong,-26.05,22.45,7.45,78,23,6.67,BW,1691037803
375,trairi,-3.2778,-39.2689,25.11,87,16,4.8,BR,1691037803
376,hasaki,35.7333,140.8333,35.73,77,46,8.59,JP,1691037804
377,horta,38.5333,-28.6333,22.79,86,100,3.58,PT,1691037804
378,nogliki,51.8333,143.1667,16.34,65,84,6.74,RU,1691037804
379,meadow lake,34.8014,-106.5436,26.71,39,98,2.63,US,1691037804
380,aykhal,66.0,111.5,10.0,60,66,6.32,RU,1691037804
381,warman,52.3168,-106.5679,20.95,56,0,5.66,CA,1691037805
382,plouzane,48.3833,-4.6167,16.03,97,100,5.14,FR,1691037805
383,stanley,54.868,-1.6985,11.61,93,20,3.09,GB,1691037559
384,murzuq,25.9155,13.9184,27.43,22,0,3.47,LY,1691037805
385,bonthe,7.5264,-12.505,24.81,90,91,3.69,SL,1691037526
386,bumba,2.1833,22.4667,21.1,99,100,0.89,CD,1691037806
387,kulhudhuffushi,6.6221,73.07,28.06,74,65,4.14,MV,1691037806
388,fort st. john,56.2499,-120.8529,11.94,94,100,2.57,CA,1691037791
389,happy valley-goose bay,53.3168,-60.3315,11.17,93,20,1.54,CA,1691037806
390,afaahiti,-17.75,-149.2833,25.93,69,4,4.5,PF,1691037807
391,port alfred,-33.5906,26.891,16.1,41,2,4.34,ZA,1691037807
392,itoman,26.1247,127.6694,29.01,84,75,14.4,JP,1691037807
393,hazorasp,41.3194,61.0742,29.91,13,0,4.99,UZ,1691037807
394,den burg,53.0542,4.7972,17.2,94,75,2.57,NL,1691037807
395,tofol,5.3248,163.0078,28.78,73,11,3.32,FM,1691037808
396,superior,46.7208,-92.1041,22.85,81,0,3.6,US,1691037710
397,'ali sabieh,11.1558,42.7125,32.07,49,30,7.65,DJ,1691037808
398,narrabri,-30.3167,149.7833,22.51,37,3,0.45,AU,1691037678
399,hagere maryam,5.6333,38.2333,13.32,94,100,1.49,ET,1691037809
400,nyala,12.05,24.8833,25.08,72,90,3.89,SD,1691037809
401,sao jose da coroa grande,-8.8978,-35.1478,24.16,82,99,5.83,BR,1691037809
402,tondano,1.3038,124.9112,30.05,59,26,2.37,ID,1691037809
403,miracema do tocantins,-9.5618,-48.3967,26.41,37,86,1.05,BR,1691037809
404,pacific grove,36.6177,-121.9166,15.3,88,75,3.09,US,1691037810
405,bat khela,34.6167,71.9714,31.7,51,10,1.73,PK,1691037810
406,smolyaninovo,43.2956,132.4675,26.7,74,100,1.62,RU,1691037810
407,paramonga,-10.6667,-77.8333,18.59,84,36,3.01,PE,1691037810
408,saint-philippe,-21.3585,55.7679,22.77,84,53,4.94,RE,1691037810
409,kuressaare,58.2481,22.5039,19.41,91,40,4.63,EE,1691037811
410,champerico,14.3,-91.9167,27.16,75,88,2.07,GT,1691037811
411,pergamino,-33.89,-60.5736,10.66,53,9,6.24,AR,1691037811
412,remire-montjoly,4.9167,-52.2667,23.02,100,0,0.0,GF,1691037811
413,liptovsky hradok,49.0396,19.7234,19.72,79,43,2.28,SK,1691037811
414,saldanha,-33.0117,17.9442,9.03,46,51,5.85,ZA,1691037812
415,yerofey pavlovich,53.9667,121.9667,24.14,28,84,3.91,RU,1691037812
416,noshiro,40.2039,140.0242,30.46,68,90,3.25,JP,1691037812
417,port saint john's,-31.6229,29.5448,13.74,55,0,3.06,ZA,1691037813
418,tavrichanka,43.3378,131.8639,26.92,97,99,1.43,RU,1691037813
419,benguela,-12.5763,13.4055,19.09,90,1,1.32,AO,1691037813
420,nadi,-17.8,177.4167,28.0,57,40,6.69,FJ,1691037813
421,tozkhurmato,34.8905,44.6299,36.36,13,0,5.53,IQ,1691037813
422,troitsko-pechorsk,62.7084,56.1964,23.36,53,42,1.51,RU,1691037814
423,klaksvik,62.2266,-6.589,9.51,98,100,9.51,FO,1691037814
424,vilyuysk,63.7553,121.6247,26.28,31,62,1.33,RU,1691037814
425,smithers,54.7804,-127.1743,16.18,67,75,1.03,CA,1691037677
426,guaratinga,-16.5667,-39.5667,16.37,95,43,0.32,BR,1691037814
427,la oliva,28.6105,-13.9291,21.66,78,20,6.17,ES,1691037815
428,freetown,8.484,-13.2299,25.84,89,75,6.17,SL,1691037815
429,sawakin,19.1059,37.3321,36.22,41,6,4.41,SD,1691037815
430,buala,-8.145,159.5921,27.14,83,99,3.72,SB,1691037815
431,beloyarskiy,63.7119,66.6722,26.18,52,70,3.13,RU,1691037815
432,sungai penuh,-2.0833,101.3833,24.3,78,89,1.2,ID,1691037713
433,sao tome,0.3365,6.7273,24.02,88,75,1.54,ST,1691037816
434,saint-pierre,-21.3393,55.4781,24.2,83,100,9.26,RE,1691037816
435,manaure,11.7751,-72.4445,28.33,72,0,3.95,CO,1691037816
436,verkhniy baskunchak,48.2256,46.7217,31.28,30,98,5.89,RU,1691037816
437,santana,-0.0583,-51.1817,28.1,89,40,2.48,BR,1691037817
438,bella vista,36.4295,-94.2316,30.51,68,0,2.57,US,1691037817
439,barra,-11.0894,-43.1417,22.23,67,60,2.93,BR,1691037817
440,darnah,32.767,22.6367,26.73,58,0,1.65,LY,1691037817
441,ntungamo,-0.8833,29.65,20.25,58,89,1.07,UG,1691037817
442,lubang,13.8584,120.124,28.32,83,99,11.66,PH,1691037818
443,namsos,64.4662,11.4957,14.03,100,75,0.0,NO,1691037818
444,dilling,12.05,29.65,23.02,74,99,3.0,SD,1691037818
445,gaiman,-43.2897,-65.4929,5.66,41,0,7.43,AR,1691037818
446,shohimardon,39.9839,71.8028,26.43,28,0,3.0,UZ,1691037819
447,chemmumiahpet,15.8979,79.3213,30.4,55,100,8.36,IN,1691037819
448,gijang,35.2442,129.2139,33.85,59,46,6.33,KR,1691037819
449,vylkove,45.4021,29.586,22.31,84,1,3.03,UA,1691037819
450,takoradi,4.8845,-1.7554,23.74,86,100,3.98,GH,1691037738
451,nola,40.922,14.5329,24.24,85,0,0.69,IT,1691037820
452,gaozhou,21.9392,110.8461,32.52,64,22,2.36,CN,1691037708
453,copala,16.65,-98.9833,25.25,90,100,2.54,MX,1691037820
454,ghadamis,30.1337,9.5007,31.18,19,0,6.08,LY,1691037820
455,an muileann gcearr,53.5333,-7.35,13.15,92,97,4.48,IE,1691037821
456,otjiwarongo,-20.4637,16.6477,10.23,55,0,5.13,NA,1691037821
457,iskushuban,10.2837,50.23,30.27,43,73,14.3,SO,1691037821
458,kutum,14.2,24.6667,24.5,60,100,3.19,SD,1691037821
459,pauini,-7.7136,-66.9764,24.76,55,49,0.74,BR,1691037821
460,kotar,24.7167,80.9833,28.95,76,86,7.87,IN,1691037822
461,mthatha,-31.5889,28.7844,3.31,93,0,0.0,ZA,1691037822
462,lorengau,-2.0226,147.2712,29.04,69,88,6.09,PG,1691037538
463,puliyur,10.6333,78.8333,32.89,52,20,6.17,IN,1691037822
464,juticalpa,14.65,-86.2,29.08,95,100,0.52,HN,1691037823
465,tupiza,-21.45,-65.7167,9.04,25,0,1.18,BO,1691037583
466,al fallujah,33.3538,43.7795,32.94,23,0,8.94,IQ,1691037823
467,ladario,-19.0047,-57.6017,21.97,40,0,0.98,BR,1691037823
468,fuxin,42.0156,121.6589,35.68,52,20,7.03,CN,1691037823
469,banganapalle,15.3167,78.2333,29.68,55,100,10.27,IN,1691037824
470,mogadishu,2.0371,45.3438,25.93,83,20,6.69,SO,1691037824
471,bilbays,30.4204,31.5622,25.46,63,0,1.31,EG,1691037824
472,kununurra,-15.7667,128.7333,30.99,23,2,3.6,AU,1691037258
473,wonosobo,-7.36,109.9025,25.48,87,43,1.96,ID,1691037824
474,paracuru,-3.41,-39.0306,26.73,86,7,5.37,BR,1691037825
475,upington,-28.4478,21.2561,14.21,44,0,7.2,ZA,1691037825
476,mata-utu,-13.2816,-176.1745,27.55,78,15,6.39,WF,1691037825
477,zouerate,22.7187,-12.4521,30.38,21,14,3.86,MR,1691037825
478,inhambane,-23.865,35.3833,16.99,82,75,5.14,MZ,1691037826
479,kili,5.6439,169.1211,28.93,71,10,3.6,MH,1691037826
480,sisimiut,66.9395,-53.6735,5.27,92,97,0.34,GL,1691037474
481,yeppoon,-23.1333,150.7333,21.88,62,36,7.8,AU,1691037523
482,ati,13.2154,18.3353,26.52,72,63,2.8,TD,1691037826
483,akjoujt,19.6969,-14.4164,25.76,64,5,4.45,MR,1691037827
484,berdigestyakh,62.0989,126.6992,24.03,33,75,0.36,RU,1691037827
485,nam som,17.7704,102.1895,24.79,93,100,1.71,TH,1691037827
486,howrah,22.5892,88.3103,31.0,79,40,5.66,IN,1691037330
487,vikulovo,56.8167,70.6107,23.18,67,20,0.9,RU,1691037827
488,altamira,-3.2033,-52.2064,24.65,69,52,1.17,BR,1691037688
489,tsiombe,-25.3,45.4833,19.68,56,68,5.96,MG,1691037256
490,naze,28.3667,129.4833,27.51,88,100,8.28,JP,1691037441
491,khorixas,-20.3667,14.9667,14.64,12,0,3.92,NA,1691037828
492,shahpur,16.7,76.8333,27.14,66,100,9.94,IN,1691037828
493,kushiro,42.975,144.3747,25.53,78,75,3.6,JP,1691037599
494,cherniakhiv,50.4565,28.6702,17.99,80,2,2.6,UA,1691037829
495,inirida,3.8653,-67.9239,22.97,97,97,0.67,CO,1691037829
496,carupano,10.6678,-63.2585,25.78,90,99,2.69,VE,1691037829
497,ostrogozhsk,50.8664,39.0756,22.31,73,0,1.38,RU,1691037830
498,la libertad,-2.2333,-80.9,23.81,88,20,4.12,EC,1691037830
499,nkhotakota,-12.9274,34.2961,18.69,66,33,6.26,MW,1691037830
500,yorkton,51.2167,-102.4677,17.91,77,0,1.54,CA,1691037800
501,ust-tsilma,65.441,52.1498,24.03,48,12,2.0,RU,1691037831
502,port douglas,-16.4833,145.4667,23.31,69,20,7.4,AU,1691037831
503,mandalgovi,45.7625,106.2708,24.06,43,0,5.85,MN,1691037831
504,jaciara,-15.9653,-54.9683,21.41,41,0,1.21,BR,1691037627
505,dire,12.2833,-10.9667,22.77,89,98,0.94,ML,1691037832
506,harstad,68.799,16.5293,19.66,74,100,13.41,NO,1691037272
507,pokachi,61.7198,75.3683,26.19,52,37,5.31,RU,1691037832
508,soio,-6.1349,12.3689,19.56,90,85,0.24,AO,1691037832
509,sinop,41.7711,34.8709,22.71,65,20,1.08,TR,1691037347
510,thinadhoo,0.5333,72.9333,27.84,72,64,2.5,MV,1691037302
511,kattivakkam,13.2167,80.3167,33.05,63,100,7.05,IN,1691037833
512,cadale,2.7603,46.3222,25.45,79,100,8.34,SO,1691037833
513,tamanrasset,22.785,5.5228,22.95,46,40,2.06,DZ,1691037449
514,kuta,-8.7233,115.1723,27.97,78,20,7.2,ID,1691037834
515,floro,61.5996,5.0328,14.98,94,40,1.54,NO,1691037834
516,namdrik,5.5994,168.1028,28.91,74,12,3.45,MH,1691037834
517,dondo,-19.6094,34.7431,16.73,73,32,2.49,MZ,1691037834
518,kota kinabalu,5.9749,116.0724,29.99,84,40,4.12,MY,1691037812
519,eforie sud,44.0229,28.6494,20.45,64,1,2.56,RO,1691037748
520,urengoy,65.9667,78.3667,26.31,43,4,5.76,RU,1691037590
521,kenora,49.8167,-94.4337,23.54,53,20,2.57,CA,1691037772
522,kiffa,16.6166,-11.4045,31.03,60,85,5.4,MR,1691037835
523,kudahuvadhoo,2.6708,72.8944,27.99,68,60,1.24,MV,1691037835
524,petropavlovka,50.6114,105.3196,19.77,81,100,2.62,RU,1691037835
525,baxter,46.3433,-94.2867,23.16,78,0,1.54,US,1691037836
526,ocean city,39.2776,-74.5746,22.21,80,47,0.89,US,1691037350
527,darjiling,27.0333,88.2667,18.38,86,100,1.99,IN,1691037836
528,bodo,67.28,14.405,18.3,70,40,8.75,NO,1691037837
529,igarka,67.4667,86.5833,24.69,53,16,4.56,RU,1691037837
530,bahia blanca,-38.7196,-62.2724,3.79,67,6,0.89,AR,1691037837
531,sukhobezvodnoye,57.0491,44.8891,21.73,64,13,1.52,RU,1691037837
532,lobujya,27.95,86.8167,6.29,89,100,2.52,NP,1691037838
533,huilong,31.8111,121.655,29.68,81,10,7.04,CN,1691037838
534,korocha,50.8107,37.1953,21.4,74,32,1.67,RU,1691037838
535,labrador city,52.9463,-66.9114,9.95,93,100,1.54,CA,1691037838
536,portland,45.5234,-122.6762,25.32,48,0,3.6,US,1691037616
537,polyarnyy,69.1989,33.4478,19.6,65,13,4.98,RU,1691037839
538,shpola,49.0069,31.3947,19.02,83,36,2.67,UA,1691037839
539,harsova,44.6833,27.9333,22.83,68,1,2.47,RO,1691037839
540,tocopilla,-22.092,-70.1979,17.07,77,2,0.42,CL,1691037713
541,plastun,44.7561,136.2939,16.48,99,100,3.46,RU,1691037840
542,caruthersville,36.1931,-89.6556,26.99,86,15,3.11,US,1691037840
543,campo formoso,-10.5075,-40.3214,18.43,97,100,3.33,BR,1691037554
544,port blair,11.6667,92.75,31.02,70,40,6.17,IN,1691037840
545,berbera,10.4396,45.0143,32.48,42,48,11.98,SO,1691037840
546,medicine hat,50.0501,-110.6683,28.24,28,75,1.03,CA,1691037660
547,nyakahanga,-1.6033,31.1414,17.66,59,59,1.49,TZ,1691037841
548,kill devil hills,36.0307,-75.676,24.43,56,0,0.0,US,1691037841
549,bathsheba,13.2167,-59.5167,27.34,83,75,5.14,BB,1691037841
550,sosnovo-ozerskoye,52.5249,111.5418,15.82,76,100,3.81,RU,1691037841
551,falconara marittima,43.6233,13.4031,26.62,64,0,1.03,IT,1691037842
552,askoy,60.4092,5.226,16.08,50,40,1.54,NO,1691037842
553,al hufuf,25.3646,49.5653,37.19,9,0,6.69,SA,1691037842
554,margate,51.3813,1.3862,16.04,91,100,4.47,GB,1691037842
555,inarajan village,13.2736,144.7484,31.08,94,99,2.45,GU,1691037843
556,jiwani,25.05,61.7417,27.9,79,62,4.92,PK,1691037843
557,nikolayevsk-on-amure,53.1406,140.73,15.84,72,92,1.31,RU,1691037843
558,mbaiki,3.8678,17.9892,21.03,98,100,0.38,CF,1691037843
559,hacienda huancane,-15.8222,-70.8856,2.01,54,73,1.82,PE,1691037844
560,santiago de cao,-7.9589,-79.2392,20.07,88,52,3.6,PE,1691037844
561,sambava,-14.2667,50.1667,23.29,75,96,5.71,MG,1691037844
562,monrovia,6.3005,-10.7969,23.87,89,95,4.08,LR,1691037844
563,sittwe,20.15,92.9,27.89,87,100,5.6,MM,1691037844
564,kupang,-10.1667,123.5833,31.32,55,40,5.14,ID,1691037845
565,corat,40.5725,49.7064,29.05,63,2,7.52,AZ,1691037845
